date,upi_volume,upi_value,Volume_Growth,Value_Growth,Rolling_Mean_Growth,Rolling_Volatility
2025-04-27,5784.71,57359.23,-0.007977733685688881,-0.17889258952066212,0.0017313595753614464,0.04457889949908597
2025-04-28,5832.17,79646.93,0.008204387082498599,0.3885634448021702,0.0017803928377603518,0.044583339900466104
2025-04-29,5879.09,81121.96,0.00804503298086301,0.01851960897927918,0.002018991604909596,0.04455205851792814
2025-04-30,6159.91,101526.8,0.047765895742368336,0.25153287716421047,0.002251781062663064,0.04473109971530785
2025-05-01,6270.44,96949.94,0.01794344397888925,-0.045080313769369273,0.002666958010416728,0.04468161939520671
2025-05-02,6372.71,100248.07,0.016309860233093776,0.034018896762597395,0.0026284658903291047,0.0446680540967778
2025-05-03,6381.16,95776.08,0.00132596650404615,-0.04460923786363169,0.002913179161732291,0.04456698286603881
2025-05-04,6276.41,78825.85,-0.016415510659503862,-0.17697769630997628,0.002561354052157159,0.04457943276408723
2025-05-05,6295.88,99229.03,0.003102091800886164,0.2588386931444442,0.002288657547916637,0.04449091328175949
2025-05-06,6084.19,89592.71,-0.033623576052910886,-0.0971119036435204,0.0025982247193046303,0.04412715143302065
2025-05-07,6156.02,89345.34,0.011806008688091785,-0.0027610505363663274,0.00238046614671518,0.04402632353627716
2025-05-08,6220.41,88440.61,0.010459680117998138,-0.010126213633525727,0.002520168385777988,0.0440296063475331
2025-05-09,6130.56,86292.19,-0.01444438549870497,-0.024292234076630614,0.0023767005104305006,0.04406158481235581
2025-05-10,6176.41,83538.15,0.007478925253157964,-0.031915286887492456,0.0023915174684727746,0.044063063722279444
2025-05-11,6023.18,65341.59,-0.0248089100302602,-0.21782335376112594,0.0014682234482256272,0.04364996645992413
2025-05-12,5586.78,78333.03,-0.07245342161449608,0.1988234446085564,0.00017343222665530566,0.04390494387157469
2025-05-13,6050.66,84780.86,0.08303172847328866,0.08231304214837598,0.0012211932984487162,0.044620973013525425
2025-05-14,6097.36,84134.23,0.007718166282686401,-0.007627075262034433,0.0014541041314637471,0.04459320460594033
2025-05-15,6064.93,83793.22,-0.005318695304197152,-0.004053165994387764,0.001503477142432208,0.044582840427067554
2025-05-16,6031.17,78259.65,-0.005566428631492926,-0.0660383978560557,0.0012871308510445712,0.044563937522471744
2025-05-17,6058.72,75787.32,0.004567936237910741,-0.0315913756322701,0.001441401935865968,0.04454816474940952
2025-05-18,5950.87,60347.3,-0.017800789605725398,-0.20372827538960347,0.001214302000866505,0.04458817596111161
2025-05-19,5948.07,80321.57,-0.0004705194366538823,0.3309886274945193,0.0011636819096667716,0.044587176566792716
2025-05-20,5844.7,78514.86,-0.01737874638328063,-0.022493459726945164,0.000992322472788485,0.04462554893395569
