date,upi_volume,upi_value
2024-12-08,5496.59,64347.24
2024-12-09,5466.05,86326.84
2024-12-10,5513.79,84053.0
2024-12-11,5505.84,80326.73
2024-12-12,5333.41,76196.74
2024-12-13,5411.65,74454.16
2024-12-14,5388.81,68218.53
2024-12-15,5357.74,57635.58
2024-12-16,5378.44,76984.49
2024-12-17,5372.01,77394.28
2024-12-18,5342.22,73236.05
2024-12-19,5354.3,74296.62
2024-12-20,5352.75,73223.48
2024-12-21,5379.54,68924.5
2024-12-22,5285.35,54933.41
2024-12-23,5282.19,75243.27
2024-12-24,5269.66,71475.66
2024-12-25,5174.29,61906.4
2024-12-26,5183.96,71169.36
2024-12-27,5085.77,68528.35
2024-12-28,5149.14,64526.76
2024-12-29,5112.26,53660.5
2024-12-30,5252.9,78391.76
2024-12-31,5947.44,93147.85
2025-01-01,5684.29,81015.79
2025-01-02,5652.23,94429.32
2025-01-03,5594.45,86371.9
2025-01-04,5623.49,87686.56
2025-01-05,5569.97,70700.73
2025-01-06,5596.41,92101.54
2025-01-07,5583.26,86148.85
2025-01-08,5729.69,86474.61
2025-01-09,5681.22,85038.14
2025-01-10,5787.6,86039.63
2025-01-11,5682.68,76848.16
2025-01-12,5670.88,63403.0
2025-01-13,5556.74,78541.07
2025-01-14,5226.89,66339.87
2025-01-15,5335.38,72564.96
2025-01-16,5330.99,71787.04
2025-01-17,5374.03,71032.39
2025-01-18,5391.77,68860.95
2025-01-19,5306.5,56364.25
2025-01-20,5436.44,78187.93
2025-01-21,5308.28,72609.39
2025-01-22,5415.29,72846.1
2025-01-23,5268.29,69306.15
2025-01-24,5367.16,69561.04
2025-01-25,5530.17,67121.44
2025-01-26,5173.03,51023.09
2025-01-27,5346.75,74950.26
2025-01-28,5327.98,72270.63
2025-01-29,5327.46,70929.65
2025-01-30,5359.41,76012.84
2025-01-31,5721.28,91469.83
2025-02-01,6047.54,99835.69
2025-02-02,5916.04,75620.6
2025-02-03,5823.91,93245.74
2025-02-04,5764.18,91126.6
2025-02-05,5856.8,89847.56
2025-02-06,5793.2,85577.46
2025-02-07,5821.64,83661.64
2025-02-08,5848.37,78394.48
2025-02-09,5846.95,67170.58
2025-02-10,5928.16,92183.3
2025-02-11,5810.57,85320.26
2025-02-12,5894.27,82436.06
2025-02-13,5742.83,77947.95
2025-02-14,5872.38,77266.11
2025-02-15,5710.54,76162.54
2025-02-16,5530.48,59017.87
2025-02-17,5624.3,77737.39
2025-02-18,5571.15,73824.81
2025-02-19,5647.58,73200.56
2025-02-20,5621.19,74075.68
2025-02-21,5647.7,71739.87
2025-02-22,5654.72,67795.92
2025-02-23,5605.4,54660.38
2025-02-24,5634.82,75820.65
2025-02-25,5765.01,76593.92
2025-02-26,5520.81,62994.82
2025-02-27,5554.77,75714.97
2025-02-28,6006.62,97508.29
2025-03-01,6314.25,101627.92
2025-03-02,6080.29,79157.48
2025-03-03,5994.47,97185.42
2025-03-04,5945.58,93483.95
2025-03-05,5962.65,93034.38
2025-03-06,5841.0,87477.02
2025-03-07,5979.96,87218.22
2025-03-08,6057.62,81507.5
2025-03-09,6047.83,68403.22
2025-03-10,6110.43,95763.57
2025-03-11,5778.13,84906.83
2025-03-12,6017.22,87615.79
2025-03-13,6421.01,85570.94
2025-03-14,5149.85,51067.26
2025-03-15,5807.63,71801.28
2025-03-16,5721.5,59622.54
2025-03-17,5803.52,80668.23
2025-03-18,5726.43,76988.31
2025-03-19,5761.34,76504.71
2025-03-20,5758.2,78037.44
2025-03-21,5763.75,74557.68
2025-03-22,5842.26,70233.03
2025-03-23,5874.4,58953.84
2025-03-24,5784.36,79820.41
2025-03-25,5817.44,79710.62
2025-03-26,5505.09,75842.65
2025-03-27,5974.65,81231.4
2025-03-28,6052.43,84515.18
2025-03-29,6271.91,87115.79
2025-03-30,6192.67,71617.99
2025-03-31,5657.21,75980.99
2025-04-01,5297.18,74937.0
2025-04-02,6192.75,102791.42
2025-04-03,6069.85,95332.97
2025-04-04,6186.86,94268.0
2025-04-05,6295.81,90299.35
2025-04-06,5882.73,68150.47
2025-04-07,6185.68,98216.32
2025-04-08,6248.95,89887.4
2025-04-09,6296.92,91452.18
2025-04-10,6054.15,83751.64
2025-04-11,6202.63,85297.83
2025-04-12,5542.96,68876.63
2025-04-13,6139.76,65305.33
2025-04-14,5826.86,70514.53
2025-04-15,6089.39,83768.29
2025-04-16,6063.92,82446.94
2025-04-17,5983.05,79567.11
2025-04-18,5781.75,67342.78
2025-04-19,6039.46,74613.71
2025-04-20,5878.92,60985.01
2025-04-21,5892.08,79430.34
2025-04-22,5820.08,75876.17
2025-04-23,5822.96,74632.32
2025-04-24,5801.95,73457.31
2025-04-25,5850.48,74213.96
2025-04-26,5831.23,69855.94
2025-04-27,5784.71,57359.23
2025-04-28,5832.17,79646.93
2025-04-29,5879.09,81121.96
2025-04-30,6159.91,101526.8
2025-05-01,6270.44,96949.94
2025-05-02,6372.71,100248.07
2025-05-03,6381.16,95776.08
2025-05-04,6276.41,78825.85
2025-05-05,6295.88,99229.03
2025-05-06,6084.19,89592.71
2025-05-07,6156.02,89345.34
2025-05-08,6220.41,88440.61
2025-05-09,6130.56,86292.19
2025-05-10,6176.41,83538.15
2025-05-11,6023.18,65341.59
2025-05-12,5586.78,78333.03
2025-05-13,6050.66,84780.86
2025-05-14,6097.36,84134.23
2025-05-15,6064.93,83793.22
2025-05-16,6031.17,78259.65
2025-05-17,6058.72,75787.32
2025-05-18,5950.87,60347.3
2025-05-19,5948.07,80321.57
2025-05-20,5844.7,78514.86
2025-05-21,5910.06,77375.62
2025-05-22,5895.76,75556.0
2025-05-23,5917.59,73524.04
2025-05-24,5854.68,69120.98
2025-05-25,5835.6,58284.01
2025-05-26,5785.37,76999.96
2025-05-27,5775.12,74452.63
2025-05-28,5817.54,75951.73
2025-05-29,5793.6,76027.13
2025-05-30,5992.32,86128.51
2025-05-31,6176.33,93024.8
2025-06-01,6443.07,82861.02
2025-06-02,6502.55,106309.47
2025-06-03,6487.37,97443.74
2025-06-04,6375.92,98723.85
2025-06-05,6413.93,96560.1
2025-06-06,6583.48,93649.21
2025-06-07,6068.29,75791.75
2025-06-08,6015.04,63812.4
2025-06-09,6231.65,91121.07
2025-06-10,6342.94,91838.53
2025-06-11,6266.08,87210.64
2025-06-12,6134.45,82500.72
2025-06-13,6133.8,79449.86
2025-06-14,6129.77,74677.34
2025-06-15,6056.44,62265.9
2025-06-16,6049.52,82363.95
2025-06-17,5975.23,77388.82
2025-06-18,6029.92,77121.9
2025-06-19,5909.43,75273.14
2025-06-20,6066.72,74977.8
2025-06-21,6037.75,72526.08
2025-06-22,5910.89,57113.84
2025-06-23,5926.09,75796.64
2025-06-24,5858.02,72710.14
2025-06-25,5954.44,74007.96
2025-06-26,5940.23,74401.66
2025-06-27,5982.99,73713.91
2025-06-28,5989.64,70198.78
2025-06-29,5894.65,58111.17
2025-06-30,6239.76,104009.3
2025-07-01,6535.13,110062.3
2025-07-02,6649.96,104976.26
2025-07-03,6446.99,95041.19
2025-07-04,6483.11,92737.86
2025-07-05,6561.36,92883.49
2025-07-06,6234.23,69207.26
2025-07-07,6415.8,95194.06
2025-07-08,6481.43,89965.21
2025-07-09,6381.36,87860.16
2025-07-10,6555.67,90757.83
2025-07-11,6460.48,85108.8
2025-07-12,6446.34,77724.93
2025-07-13,6348.89,64248.65
2025-07-14,6286.84,86145.07
2025-07-15,6346.66,84602.21
2025-07-16,6313.62,81454.6
2025-07-17,6182.45,76195.17
2025-07-18,6213.91,73841.65
2025-07-19,6244.42,72515.93
2025-07-20,6252.9,60707.39
2025-07-21,6126.68,77296.08
2025-07-22,6096.52,73274.46
2025-07-23,6094.14,72901.37
2025-07-24,6022.45,70319.08
2025-07-25,5974.38,72926.31
2025-07-26,6032.41,67031.53
2025-07-27,6094.34,55840.25
2025-07-28,6075.99,76306.71
2025-07-29,5908.51,73041.58
2025-07-30,6077.25,79458.74
2025-07-31,6335.26,98871.97
2025-08-01,6693.32,103856.25
2025-08-02,7072.16,102420.12
2025-08-03,6679.26,76155.36
2025-08-04,6653.74,98588.87
2025-08-05,6716.64,97550.71
2025-08-06,6752.68,93102.41
2025-08-07,6733.55,93176.2
2025-08-08,7212.7,93002.51
2025-08-09,6802.34,76578.76
2025-08-10,6450.79,69866.81
2025-08-11,6528.05,90606.77
2025-08-12,6516.25,85866.64
2025-08-13,6436.44,83460.62
2025-08-14,6600.47,83159.03
2025-08-15,6298.8,63117.09
2025-08-16,6367.68,68278.92
2025-08-17,6123.11,57594.29
2025-08-18,6270.5,79754.87
2025-08-19,6141.89,76331.59
2025-08-20,6391.41,81160.77
2025-08-21,6315.06,78191.58
2025-08-22,6226.44,72461.6
2025-08-23,6178.33,68686.99
2025-08-24,6277.93,58510.27
2025-08-25,6378.24,80294.19
2025-08-26,6416.38,77157.83
2025-08-27,5935.56,62308.47
2025-08-28,5976.77,74062.22
2025-08-29,6178.53,81491.51
2025-08-30,6451.28,87522.18
2025-08-31,6306.8,71157.47
2025-09-01,6537.87,103346.42
2025-09-02,6699.28,101199.28
2025-09-03,6698.13,95949.97
2025-09-04,6673.71,95176.51
2025-09-05,6433.47,82199.29
2025-09-06,6420.34,82162.11
2025-09-07,6346.63,67737.98
2025-09-08,6742.07,91323.72
2025-09-09,6710.52,91406.67
2025-09-10,6824.83,94319.1
2025-09-11,6615.98,87398.93
2025-09-12,6703.27,83819.17
2025-09-13,6568.81,75989.11
2025-09-14,6534.01,63705.14
2025-09-15,6525.17,86868.41
2025-09-16,6480.36,81334.96
2025-09-17,6512.7,76781.03
2025-09-18,6363.22,75545.7
2025-09-19,6460.19,73973.14
2025-09-20,6600.31,76649.34
2025-09-21,6501.72,60320.66
2025-09-22,6370.58,82477.13
2025-09-23,6419.36,81647.55
2025-09-24,6505.07,82219.56
2025-09-25,6464.77,82763.15
2025-09-26,6427.94,81147.56
2025-09-27,6470.99,76740.06
2025-09-28,6355.23,63884.47
2025-09-29,6626.1,88429.61
2025-09-30,6741.7,103220.79
2025-10-01,7056.18,106297.2
2025-10-02,6562.93,82995.89
2025-10-03,6746.33,97261.44
2025-10-04,6769.6,99228.42
2025-10-05,6785.92,82431.5
2025-10-06,6768.48,102255.51
2025-10-07,6463.2,94312.62
2025-10-08,7003.22,101998.71
2025-10-09,7096.11,102964.42
2025-10-10,7175.11,100827.85
2025-10-11,6910.44,90437.39
2025-10-12,6933.16,75027.23
2025-10-13,6878.74,96747.94
2025-10-14,6857.99,95603.07
2025-10-15,6998.75,99092.97
2025-10-16,6926.84,95599.29
2025-10-17,7124.76,98266.13
2025-10-18,7543.7,102753.58
2025-10-19,7390.42,85667.27
2025-10-20,7172.68,74285.26
2025-10-21,6026.67,67047.73
2025-10-22,6152.94,71327.82
2025-10-23,6117.53,74735.1
2025-10-24,6171.68,78118.62
2025-10-25,6224.36,75021.93
2025-10-26,6147.51,61084.11
2025-10-27,6084.87,77187.79
2025-10-28,5974.61,75624.67
2025-10-29,6171.14,79470.12
2025-10-30,6203.74,83284.16
2025-10-31,6569.6,100834.97
2025-11-01,7042.17,108113.06
2025-11-02,7040.1,88237.13
2025-11-03,6903.27,104487.3
2025-11-04,6913.88,104828.1
2025-11-05,6908.38,93513.51
2025-11-06,6777.73,95130.44
2025-11-07,6948.16,96328.59
2025-11-08,6956.77,88350.79
2025-11-09,6936.38,75982.55
2025-11-10,7021.29,102018.93
2025-11-11,6907.81,95430.93
2025-11-12,6973.49,92633.75
2025-11-13,6846.47,88130.37
2025-11-14,6830.91,84751.72
2025-11-15,6916.75,86252.67
2025-11-16,6818.24,68114.84
2025-11-17,6739.06,86746.09
2025-11-18,6647.56,84795.14
2025-11-19,6710.65,84412.33
2025-11-20,6851.82,86690.37
2025-11-21,6804.79,83048.09
2025-11-22,6706.65,76278.14
2025-11-23,6615.87,62917.13
2025-11-24,6605.27,83598.27
2025-11-25,6593.86,83111.04
2025-11-26,6648.39,81897.99
2025-11-27,6599.59,82358.08
2025-11-28,6761.24,90124.99
2025-11-29,6855.69,93645.91
2025-11-30,6787.55,79704.39
2025-12-01,7136.19,115449.97
2025-12-02,7268.16,112235.89
2025-12-03,7102.12,104190.87
2025-12-04,7040.88,103618.87
2025-12-05,7074.09,101063.5
2025-12-06,7128.98,95845.96
2025-12-07,7047.08,78447.4
2025-12-08,7120.4,101849.7
2025-12-09,7085.57,102672.16
2025-12-10,7235.37,103463.35
2025-12-11,6996.58,93099.57
2025-12-12,7059.95,90399.4
2025-12-13,7028.34,83028.01
2025-12-14,7003.34,70004.33
2025-12-15,7054.22,95630.48
2025-12-16,6874.39,89498.14
2025-12-17,6957.98,86431.01
2025-12-18,6872.88,87159.49
2025-12-19,6833.96,79987.96
2025-12-20,6958.01,84002.35
2025-12-21,6862.7,67104.1
