bank,market_share,market_share_squared,HHI
the malpur nagrik sahakari bank,3.591514169168016e-08,1.2898974027334624e-15,0.10041754106594854
jila sahakari kendriya bank maryaditdamoh,3.580586465870417e-08,1.2820599439574404e-15,0.10041754106594854
the ssk co operative bank,3.561379220163834e-08,1.268342194981476e-15,0.10041754106594854
the kolar and chikballapura dist cooperative centr,3.527373470206509e-08,1.2442363598316708e-15,0.10041754106594854
rajmata urban coop bank,3.423558748663175e-08,1.1720754505548165e-15,0.10041754106594854
trivandrum urban,3.3676201057363326e-08,1.1340865176559587e-15,0.10041754106594854
jowai cooperative urban bank,3.362848183942527e-08,1.130874790824555e-15,0.10041754106594854
jila sahakari kendriya bank maryaditjhabua,3.34337482616692e-08,1.1178155228246684e-15,0.10041754106594854
valmiki urban co operative bank ltd pathari,3.298899602150955e-08,1.088273858507173e-15,0.10041754106594854
the bechraji nagarik sahakari bank,3.24736327932886e-08,1.0545368267933488e-15,0.10041754106594854
the ferozepur central coop bank,3.240177914115802e-08,1.049875291512383e-15,0.10041754106594854
the urban co op bank ltd rourkela,3.0737663350580116e-08,9.44803948253596e-16,0.10041754106594854
the bhabhar vibhag nagrik sahakari bank,3.047000516264424e-08,9.284212146115667e-16,0.10041754106594854
padra nagar nagrik sahakari bank ltd padra,3.003752226755828e-08,9.022527439740595e-16,0.10041754106594854
purulia central cooperative bank,3.001756517676297e-08,9.01054219141213e-16,0.10041754106594854
rajpipla nagrik sahakari bank ltd rajpipla,2.9237112109860086e-08,8.548087245245272e-16,0.10041754106594854
paul merchants finance private,2.917057305179942e-08,8.509223321703665e-16,0.10041754106594854
the ganga mercantile urban coop bank,2.8911326738202327e-08,8.358648137630928e-16,0.10041754106594854
the vepar udhyog vikas sahakari bank,2.8761773662458833e-08,8.272396242105106e-16,0.10041754106594854
the coimbatore city cooperative bank,2.836525857824323e-08,8.045878942106012e-16,0.10041754106594854
zila sahakari bank ltd lalitpur,2.833756814463705e-08,8.030177683519485e-16,0.10041754106594854
the adilabad district co operative centralbank,2.8320588725393765e-08,8.020557457529004e-16,0.10041754106594854
the angul united central co operative bank,2.8195804523845713e-08,7.950033927469184e-16,0.10041754106594854
the lasalgaon merchants co op bank ltd lasalgaon,2.7834826778609085e-08,7.747775817951734e-16,0.10041754106594854
the bailhongal urban cooperative bank,2.7446156998610628e-08,7.532915339923831e-16,0.10041754106594854
the bhadran peoples co op bank ltd bhadran,2.7086769726687018e-08,7.336930942265683e-16,0.10041754106594854
the khambhat nagarik sahakari bank,2.707853610637799e-08,7.332471176644164e-16,0.10041754106594854
the sultans battery coop urban,2.696586287888135e-08,7.271577608026311e-16,0.10041754106594854
aligarh zila sahakari bank,2.6890008846899633e-08,7.230725757863406e-16,0.10041754106594854
firozabad zila sahakari bank ltd firozabad,2.683909556241836e-08,7.2033705060862485e-16,0.10041754106594854
etawah district co operative bank,2.6589664213466322e-08,7.070102429848916e-16,0.10041754106594854
the gopalganj central co op bank,2.606490081550504e-08,6.793790545221153e-16,0.10041754106594854
the bharatpur central cooperative bank,2.6012202624839582e-08,6.766346853957112e-16,0.10041754106594854
the keonjhar central,2.5985080959956822e-08,6.752244324955105e-16,0.10041754106594854
the satana merchants co op bank ltd satana,2.5855681678175124e-08,6.685162750431208e-16,0.10041754106594854
the town cooperative bank,2.5823921059111043e-08,6.668748988671988e-16,0.10041754106594854
zila sahkari bank shahjahanpur,2.5822527384555897e-08,6.668029205261392e-16,0.10041754106594854
nasik distind mercantile coop,2.540373405960514e-08,6.453497041711423e-16,0.10041754106594854
the mulgund urban souharda co operative bank,2.4935215077504157e-08,6.217649509613907e-16,0.10041754106594854
gautam sahakari bank ltd gautamnagar,2.4362445926437025e-08,5.93528771518568e-16,0.10041754106594854
the pragati co op bank ltd thara,2.4080422671864426e-08,5.798667560556423e-16,0.10041754106594854
janata coop,2.3865743545972435e-08,5.695737150021249e-16,0.10041754106594854
railway employees cooperative banking society,2.3417037598453956e-08,5.483576498874062e-16,0.10041754106594854
the santrampur urban co op bank ltd santrampur,2.296823957253668e-08,5.275400290614399e-16,0.10041754106594854
birdeo sahakari bank,2.2930588588610524e-08,5.258118930201151e-16,0.10041754106594854
sree tukaram cooperative bank,2.257910505113636e-08,5.098159849102514e-16,0.10041754106594854
jhunjhunu kendriya sahakari bank,2.2401505033727186e-08,5.018274277761045e-16,0.10041754106594854
dhakuria co op bank,2.238646547429845e-08,5.011538364319566e-16,0.10041754106594854
the begusarai central cooperative bank,2.2344289600607648e-08,4.992672777558231e-16,0.10041754106594854
the jamnagar mahila sahakari,2.2212168999462837e-08,4.933804516606979e-16,0.10041754106594854
the district co op central bank ltd vizianagaram,2.1707158700287495e-08,4.712007388394671e-16,0.10041754106594854
jawahar sahakari bank,2.157440205798412e-08,4.654548241595495e-16,0.10041754106594854
the district co op central bank ltd kurnool,2.1527492881417875e-08,4.634329497594973e-16,0.10041754106594854
up postal primary cooperative bank,2.1525866656927957e-08,4.633629353318428e-16,0.10041754106594854
district cooperative bank ltd barabanki,2.1359896717224765e-08,4.562451877705093e-16,0.10041754106594854
the sangamithra co op urban bank,2.1044528798795515e-08,4.4287219236333383e-16,0.10041754106594854
the limdi urban coop bank ltd limdi,2.042424002459612e-08,4.1714958058231416e-16,0.10041754106594854
kota mahila nagrik sahkari bank,2.038775625924094e-08,4.1566060528621814e-16,0.10041754106594854
the guntur district coop central bank,2.0268488469068238e-08,4.1081162482075213e-16,0.10041754106594854
indira mahilanagari sahakari bank ltd latur,2.0266312187867945e-08,4.107234096961248e-16,0.10041754106594854
mizoram urban cooperative development bank,2.0125331627780824e-08,4.050289731281552e-16,0.10041754106594854
the charada nagarik sahakari bank ltd charada,2.0000482113420963e-08,4.0001928476927186e-16,0.10041754106594854
laxmi sahakari bank niyamit guledgudd,1.970963099471259e-08,3.884695539477352e-16,0.10041754106594854
nishigandha sahakri bank ltd pandharpur,1.9566769841467817e-08,3.828584820289745e-16,0.10041754106594854
zila sahakari bank ltd unnao,1.9492140263397106e-08,3.799435320479466e-16,0.10041754106594854
kalol urban coop bank ltd kalol,1.9418454865305117e-08,3.77076389355892e-16,0.10041754106594854
nasik zilha mahila vikas sahkari,1.9256881268855507e-08,3.708274762027981e-16,0.10041754106594854
shri kadasiddeshwar pattan sahakari bank niyamit,1.8891130072362963e-08,3.568747954109363e-16,0.10041754106594854
the prakasam district co operative central bankltd,1.881693055992026e-08,3.54076875696861e-16,0.10041754106594854
the ode urban co op bank,1.876114940379541e-08,3.5198072695153284e-16,0.10041754106594854
janakalyan urban co operative bank ltd kallam,1.8568176093544788e-08,3.447771634408882e-16,0.10041754106594854
bajirao appa sahakari bank ltdankalkhop,1.8240410570304932e-08,3.327125777732919e-16,0.10041754106594854
the revdanda urban cooperative bank ltdrevdanda,1.8158953329972936e-08,3.297475860401352e-16,0.10041754106594854
sri potti sri ramulu nellore dst co op central ban,1.7596442114015445e-08,3.0963477507189633e-16,0.10041754106594854
the balasore co op urban bank,1.7535851898844845e-08,3.0750610181822036e-16,0.10041754106594854
indapur urban coop bank,1.7347403048197653e-08,3.009323925166172e-16,0.10041754106594854
om datta chaitanya sahakri bank ltd wai,1.7192286697403738e-08,2.9557472188572553e-16,0.10041754106594854
bhausaheb birajdar nagri sahakari,1.6967941108078768e-08,2.8791102544722935e-16,0.10041754106594854
maharana pratap cooperative urban bank,1.680978038684598e-08,2.825687166539918e-16,0.10041754106594854
janseva coop bank,1.651197164939237e-08,2.726452077503374e-16,0.10041754106594854
imperial urban cooperative bank ltd faziabad,1.6432533777006972e-08,2.70028166332475e-16,0.10041754106594854
parner taluka sainik sahakari bank ltd parner,1.628560504316946e-08,2.652209316221065e-16,0.10041754106594854
sri satya sai nagrik sahakari bank mydl,1.583267156677816e-08,2.5067348894146566e-16,0.10041754106594854
district co operative bank ltd faizabad,1.5805377837407645e-08,2.498099685832168e-16,0.10041754106594854
the anantapur district co operative central bank l,1.5685355544456124e-08,2.4603037855600047e-16,0.10041754106594854
cuttack central cooperative bank,1.561656246550368e-08,2.438770232389784e-16,0.10041754106594854
nagar vikas sahkari bank ltd hardoi,1.5452636699710736e-08,2.387839809732471e-16,0.10041754106594854
astha mahila nagrik sahkari bk,1.5040376257096752e-08,2.262129179550397e-16,0.10041754106594854
the chhapi nagrik sahakri bank,1.4853961591060379e-08,2.20640174948697e-16,0.10041754106594854
shubhlaxmi mahila coop,1.4846837643310313e-08,2.2042858800681614e-16,0.10041754106594854
sri kanyakaparameshwari cooperative bank,1.4569239242121008e-08,2.1226273209415872e-16,0.10041754106594854
omerga janata sahakari bank ltd omerga,1.4216226075248525e-08,2.021010838225761e-16,0.10041754106594854
amravati zilla mahila sahakari bank,1.4172899281317388e-08,2.0087107403836692e-16,0.10041754106594854
the mahendergarh central,1.376115460200546e-08,1.8936937598029602e-16,0.10041754106594854
indira mahila sahakari bank ltd malegaon,1.3752899425839768e-08,1.891422426172638e-16,0.10041754106594854
kavita urban coop bank ltd solapur,1.374967560647887e-08,1.890535792834001e-16,0.10041754106594854
jalore central,1.3735334652768273e-08,1.8865941802353693e-16,0.10041754106594854
shri vyankatesh co op bank,1.3722410554522979e-08,1.8830455142688364e-16,0.10041754106594854
sehore nagrik sahakari bank ltd sehore,1.362574854895615e-08,1.8566102351938064e-16,0.10041754106594854
gipl slice,1.3573028276681427e-08,1.842270965995936e-16,0.10041754106594854
ujjain parspar sahakari bank,1.3466162942581968e-08,1.8133754439616785e-16,0.10041754106594854
the nandura urban cooperative bank,1.3347024391957846e-08,1.781430601195177e-16,0.10041754106594854
the viramgam mercantile coop bank ltd viramgam,1.3258552679906118e-08,1.7578921916584572e-16,0.10041754106594854
shri vinayak sahakari bank,1.3150300912298705e-08,1.7293041408400416e-16,0.10041754106594854
shree bhailalbhai contractor smarak co op bank,1.3055870965503622e-08,1.7045576666788046e-16,0.10041754106594854
amica payments services private,1.3039302589203318e-08,1.7002341201280436e-16,0.10041754106594854
baran kendriya sahakari bank,1.2653942493524715e-08,1.6012226062943048e-16,0.10041754106594854
the mahabaleshwar urban coop bank,1.2467312436206652e-08,1.5543387938199304e-16,0.10041754106594854
the coastal urban cooperative bank ltd kollam,1.2227141478496493e-08,1.495029887351694e-16,0.10041754106594854
the sathamba peoples cooperative bank,1.2196774486191862e-08,1.4876130786702075e-16,0.10041754106594854
the wardha dist ashirwad mahila nagari sah,1.2063106666834431e-08,1.455185424554253e-16,0.10041754106594854
shivneri sahakari bank ltd koregaon,1.2044504583880214e-08,1.450700906711115e-16,0.10041754106594854
the kalna town credit co operative,1.2010796242610408e-08,1.442592263815043e-16,0.10041754106594854
the aska co operative central,1.187431034151335e-08,1.4099924608657088e-16,0.10041754106594854
the jawhar urban coop bank,1.184636993644301e-08,1.4033648067106075e-16,0.10041754106594854
laxmi vishnu sahakari bank,1.1827325743346638e-08,1.398856342392301e-16,0.10041754106594854
palamoor coop urban bank,1.1655887379141905e-08,1.3585971059523956e-16,0.10041754106594854
vadnagar nagrik sahakari bank,1.1620670319088613e-08,1.3503997866494704e-16,0.10041754106594854
the anantnag central cooperative bank,1.1365354101778973e-08,1.291712738588241e-16,0.10041754106594854
sharmik nagrik sahakari,1.1156654216836551e-08,1.2447093331405679e-16,0.10041754106594854
the nalanda central co op bank,1.1094720560382095e-08,1.230928243129652e-16,0.10041754106594854
the raver peoples coop bank ltd raver,1.1069460537665486e-08,1.2253295659493348e-16,0.10041754106594854
the mattancherry sarvajanik coop bank,1.08452748488249e-08,1.1761998654655397e-16,0.10041754106594854
the mayani urban co op bank ltd mayani,1.0553355496421699e-08,1.1137331223385408e-16,0.10041754106594854
ace coop bank,1.0534777311313003e-08,1.1098153299895523e-16,0.10041754106594854
ratanchand shaha sahakari bank ltd mangalwedha,1.0485315940436407e-08,1.0994185037076982e-16,0.10041754106594854
kutch mercantile coop bank ltd kutch,1.042652604556035e-08,1.0871244537874834e-16,0.10041754106594854
the gudivada co operative urban bank,1.0407681399474084e-08,1.0831983211295883e-16,0.10041754106594854
khalilabad nagar sahkari bank ltd khalilabad,1.0090444167670268e-08,1.0181706350087094e-16,0.10041754106594854
the bharatpur urban cooperative bank,1.0041932043115644e-08,1.0084039915855274e-16,0.10041754106594854
the nakodar hindu urban coop bank,9.988276600349959e-09,9.976566944509853e-17,0.10041754106594854
the karjan nagrik sahakari bank ltd karjan,9.967339745683948e-09,9.934786160589094e-17,0.10041754106594854
birbhum district central cooperative bank,9.693532761584532e-09,9.396457739991264e-17,0.10041754106594854
sonali bank plc,9.6188995510413e-09,9.252322857302252e-17,0.10041754106594854
devika urban cooperative bank,9.601681153342798e-09,9.219228097045828e-17,0.10041754106594854
the tirupati co operative,9.326418599268337e-09,8.698208388877836e-17,0.10041754106594854
navapur mercantile cooperative bank,9.326193648848439e-09,8.697788797582096e-17,0.10041754106594854
jila sahakari kendriya bank maryadit sidhi,9.312717773247889e-09,8.672671232416711e-17,0.10041754106594854
manwath urban co op bank,8.955195130721123e-09,8.019551982929131e-17,0.10041754106594854
the lakhwad nagrik sahakari bank,8.707665142154496e-09,7.582343222789247e-17,0.10041754106594854
the boudh cooperative central bank,8.530347907951385e-09,7.276683543069058e-17,0.10041754106594854
the bishnupur town,7.98127839367535e-09,6.370080479734899e-17,0.10041754106594854
jila sahakari kendriya bank mydt satna,7.80324338768199e-09,6.08906073674027e-17,0.10041754106594854
shree gavisiddheshwar urban cooperative bank,7.285705097050875e-09,5.30814987611931e-17,0.10041754106594854
womens coop,6.9665350313990956e-09,4.8532610343710796e-17,0.10041754106594854
army base ws credit coop primary bank,6.920400240619141e-09,4.789193949036146e-17,0.10041754106594854
the bankura town cooperative bank,6.878862009242552e-09,4.731874254220048e-17,0.10041754106594854
shree virpur urban co op bank,6.3682978746657725e-09,4.0555217820472596e-17,0.10041754106594854
the hindustan shipyard staff co op bank,6.3512921677924165e-09,4.033891220066129e-17,0.10041754106594854
the sangli district primary teachers coop bank l,6.2344436521132725e-09,3.886828765137548e-17,0.10041754106594854
the randheja commercial coop bank,5.960227823672667e-09,3.552431571008181e-17,0.10041754106594854
budaun zila sahkari bank,5.9301739887357556e-09,3.516696353667814e-17,0.10041754106594854
shajapur nagrik sahakari bank maryadit shajapur,5.8394370477027e-09,3.4099025034082827e-17,0.10041754106594854
the chandgad urban coop bank,5.7675060382461635e-09,3.326412590120596e-17,0.10041754106594854
shree savarkundla nagrik sahakari bank,5.536974276527246e-09,3.0658084138924415e-17,0.10041754106594854
the pij peoples coop bank,5.299985316948322e-09,2.80898443598678e-17,0.10041754106594854
the sinor nagrik sahakari bank ltd sinor,5.295411556089584e-09,2.804138354836711e-17,0.10041754106594854
mahila co operative nagrik bank ltd bharuch,5.0136005860787574e-09,2.513619083672926e-17,0.10041754106594854
jugalkishor tapdiya shree mahesh urban co op,4.982359291095709e-09,2.4823904105567736e-17,0.10041754106594854
the shihori nagarik sahakari bank,4.496272094633478e-09,2.0216462748979725e-17,0.10041754106594854
tarapur coop urban bank,4.312112907257457e-09,1.859431772493636e-17,0.10041754106594854
the mayubhanj central,4.1291844589258125e-09,1.7050164295834455e-17,0.10041754106594854
mahila sahakari bank,3.8244018760898604e-09,1.4626049709839643e-17,0.10041754106594854
shree laxmi mahila sahakari bank ltd sangli,3.773980026903894e-09,1.4242925243469514e-17,0.10041754106594854
the deccan cooperative urban bank,3.741807552370087e-09,1.4001123758973823e-17,0.10041754106594854
jila sahakari kendriya bank maryadit tikamgarh,3.58166211506671e-09,1.2828303506504137e-17,0.10041754106594854
the bhadgaon peoples coop bank,3.3426633466793967e-09,1.1173398249233904e-17,0.10041754106594854
krishna pattana sahakar,3.2859537592560185e-09,1.079749210796876e-17,0.10041754106594854
transaction analysts india pvt,3.1946663791470578e-09,1.0205893274052572e-17,0.10041754106594854
jila sahakari bank maryadit datia,3.002439135735784e-09,9.014640763797841e-18,0.10041754106594854
kedarnath urban co op bank ltd latur,2.8166000732066497e-09,7.933235972387705e-18,0.10041754106594854
the berhampur coop urban bank,2.7335730311980116e-09,7.472421516893085e-18,0.10041754106594854
rahimatpur sahakari bank ltd rahimatpur,2.6422844084010844e-09,6.981666894879469e-18,0.10041754106594854
shri veer pulikehi co operative bank,2.6252802309898406e-09,6.892096291226071e-18,0.10041754106594854
ujjain nagarik sahakari bank maryaditujjain,2.6195957938626286e-09,6.8622821232227755e-18,0.10041754106594854
vivekanand nagrik sahakari bank maryadit shujalpur,2.4277916857041643e-09,5.894172469174267e-18,0.10041754106594854
urban cooperative bank limited mainpuri,2.370238504333864e-09,5.618030567426833e-18,0.10041754106594854
lalbaug cooperative bank ltd baroda,2.342270855719629e-09,5.4862327615535635e-18,0.10041754106594854
sadbhav nagarik sahakari bank mydt,2.2714137437473087e-09,5.1593203952841644e-18,0.10041754106594854
the muzaffarpur central coop bank,2.249564302054353e-09,5.060539549077289e-18,0.10041754106594854
shri shivayogi murughendra swami urban coop bank,2.166855890020058e-09,4.695264448114618e-18,0.10041754106594854
the valsad mahila nagrik sahakari bank,1.8779106244920536e-09,3.526548313580135e-18,0.10041754106594854
shree dhandhuka janta sahkari bank,1.8615919806774503e-09,3.4655247025225925e-18,0.10041754106594854
the tura urban cooperative bank ltd tura meghalaya,1.8439577604668682e-09,3.400180222385988e-18,0.10041754106594854
the mandi urban co operative bank ltd mandi,1.7262513121334892e-09,2.979943592642593e-18,0.10041754106594854
the amod nagrik coop bank,1.7245712935933025e-09,2.9741461466860766e-18,0.10041754106594854
the mahudha nagarik sahakari bank ltd mahudha,1.5565570126949416e-09,2.4228697337698006e-18,0.10041754106594854
nagrik sahakari bank ltd babra,1.5087904770227542e-09,2.27644870355455e-18,0.10041754106594854
the united puri nimapara central co op bank,1.4730894855976446e-09,2.1699926325783332e-18,0.10041754106594854
electronic payment services pvt,1.3291001867593222e-09,1.766507306443665e-18,0.10041754106594854
district cooperative bank ltd pratapgarh,1.1324376466062636e-09,1.2824150234511328e-18,0.10041754106594854
shree vyas dhanvarsha sahakari bank ltd yaval,9.359184935263362e-10,8.759434265246067e-19,0.10041754106594854
the manipur womens co operative bank,7.862343381001539e-10,6.181644344077871e-19,0.10041754106594854
the yashwant coop bank ltd phaltan,7.692716473487363e-10,5.9177886741463845e-19,0.10041754106594854
the magadh central cooperative bank ltd gaya,7.315787227036884e-10,5.3520742751276015e-19,0.10041754106594854
idfc first bank ppi,7.169353656558585e-10,5.139963185280996e-19,0.10041754106594854
the kalyan cooperative bank,7.002068737905552e-10,4.902896661035424e-19,0.10041754106594854
the ne ec railway employees multi state primary co,6.626872563212319e-10,4.391543996905621e-19,0.10041754106594854
arunachal pradesh state cooperative apex bank,6.107548482176737e-10,3.7302148462139365e-19,0.10041754106594854
ratnagiri urban co op bank,5.807654418722892e-10,3.3728849847311533e-19,0.10041754106594854
the vaishali district central cooerative bank,5.62077326674193e-10,3.1593092116120755e-19,0.10041754106594854
the jambusar peoples coop bank,4.016678181777991e-10,1.6133703615971347e-19,0.10041754106594854
shree lodra nagrik sahakari bank ltd lodra,2.458849325744376e-10,6.045940006713573e-20,0.10041754106594854
shivalik small finance bank limited acquirer,2.389784552186195e-10,5.711070205867774e-20,0.10041754106594854
baramulla central cooperative bank,1.6728491865303366e-10,2.7984244008752087e-20,0.10041754106594854
district cooperative bank ltd sitapur,1.433870731311717e-10,2.0559852741123982e-20,0.10041754106594854
luc,1.2542021880877099e-10,1.573023128603999e-20,0.10041754106594854
the sardargunj mercantile coop bank ltd patan,9.175816766574115e-11,8.419561333374265e-21,0.10041754106594854
the pollachi cooperative urban bank,4.839313718177045e-11,2.341895726293653e-21,0.10041754106594854
terna nagari sahakari bank ltd osmanabad,2.6407119301657457e-11,6.973359498119699e-22,0.10041754106594854
vikas urban co operative bank niyamitha,1.1948922760930977e-11,1.4277675514669436e-22,0.10041754106594854
appnit technologies private,8.247146489594559e-12,6.801542522083185e-23,0.10041754106594854
the hansot nagarik sahakari bank,7.22909827036324e-12,5.225986180256879e-23,0.10041754106594854
revolut payments india private,1.1136396013187669e-12,1.2401931616254221e-24,0.10041754106594854
vani merchant coop,4.77956910437239e-14,2.284428082347109e-27,0.10041754106594854
the urban cooperative bank limited anantnag,0.0,0.0,0.10041754106594854
the guntur coop urban bank,0.0,0.0,0.10041754106594854
the urban cooperative bank ltd maunath,0.0,0.0,0.10041754106594854
the urban cooperative bank shikaripur,0.0,0.0,0.10041754106594854
amravati merchant coop bank,0.0,0.0,0.10041754106594854
col rd nikam sainik sahakari bank,0.0,0.0,0.10041754106594854
anand mercantile coop,0.0,0.0,0.10041754106594854
the singhbhum district central,0.0,0.0,0.10041754106594854
the union,0.0,0.0,0.10041754106594854
the sircilla cooperative urban bank,0.0,0.0,0.10041754106594854
reserve employees coop,0.0,0.0,0.10041754106594854
baroda guj gramin bank,0.0,0.0,0.10041754106594854
sadguru gahininath urban coop bank,0.0,0.0,0.10041754106594854
renuka nagrik sahakari bank maryadit ambikapur,0.0,0.0,0.10041754106594854
the trichur urban coop bank,0.0,0.0,0.10041754106594854
raj rajeshwari mahila nagrik sahakari bank,0.0,0.0,0.10041754106594854
railways coop,0.0,0.0,0.10041754106594854
raigarh nagrik sahakari bank maryadit raigarh,0.0,0.0,0.10041754106594854
feroke co op urban bank,0.0,0.0,0.10041754106594854
dadasaheb ramroa patil cooperative bank,0.0,0.0,0.10041754106594854
the dindigul urban coop bank,0.0,0.0,0.10041754106594854
tellicherry cooperative urban bank,0.0,0.0,0.10041754106594854
krishna urban co operative bank ltd kaij,0.0,0.0,0.10041754106594854
krishiseva urban coop bank ltdkole,0.0,0.0,0.10041754106594854
koylanchal urban coop bank,0.0,0.0,0.10041754106594854
sahyadri mahila urban coop bank,0.0,0.0,0.10041754106594854
tavaragera pattana souharda sahakarabankniyamitha,0.0,0.0,0.10041754106594854
the dhinoj nagrik sahkari bank,0.0,0.0,0.10041754106594854
coop bank of baroda,0.0,0.0,0.10041754106594854
the gudiyattam coop urban,0.0,0.0,0.10041754106594854
raniganj co operative,0.0,0.0,0.10041754106594854
rani laxmibai urban coop bank,0.0,0.0,0.10041754106594854
ranaghat peoples co operative bank,0.0,0.0,0.10041754106594854
ramanagaram urban,0.0,0.0,0.10041754106594854
rajarshi shahu govt servants coop bank ltd kolhap,0.0,0.0,0.10041754106594854
kovilpatti urban coop bank,0.0,0.0,0.10041754106594854
mysore zilla mahila sahakara bank niyamitha mysore,0.0,0.0,0.10041754106594854
sanawad nagrik sahakari bank maryaditsanawad,0.0,0.0,0.10041754106594854
sandur pattana souharda sahakari bank niyamitha,0.0,0.0,0.10041754106594854
the taliparamba coop urban bank,0.0,0.0,0.10041754106594854
the swarna cooperative urban bank,0.0,0.0,0.10041754106594854
sangli urban coop bank,0.0,0.0,0.10041754106594854
goa urban co op,0.0,0.0,0.10041754106594854
ganraj nagari sahakari bank ltd beed,0.0,0.0,0.10041754106594854
ganesh sahakari ban,0.0,0.0,0.10041754106594854
the srivilliputhur coop urban,0.0,0.0,0.10041754106594854
alwayeurbancoopbankltd,0.0,0.0,0.10041754106594854
the graduates cooperative bank,0.0,0.0,0.10041754106594854
the gandhidham coop bank,0.0,0.0,0.10041754106594854
the gadchiroli nagari sahakari bank maryadit gadch,0.0,0.0,0.10041754106594854
suvarna,0.0,0.0,0.10041754106594854
lic of india staff coop bank,0.0,0.0,0.10041754106594854
laxmi bai mahila nagrik sah,0.0,0.0,0.10041754106594854
lala urban coop bank ltd narayangaon,0.0,0.0,0.10041754106594854
kuttiady coop urban,0.0,0.0,0.10041754106594854
sumitomo mitsuianking corporation,0.0,0.0,0.10041754106594854
the fatehgarh sahib central cooperative bank,0.0,0.0,0.10041754106594854
the farrukhabad district co operative bank,0.0,0.0,0.10041754106594854
the sivakasi cooperative urban bank limited tami,0.0,0.0,0.10041754106594854
the sonepat urban co op bank,0.0,0.0,0.10041754106594854
the town cooperative bank limited sira,0.0,0.0,0.10041754106594854
the tiruthuraipundi coop urban bank,0.0,0.0,0.10041754106594854
the tirupur coop urban bank,0.0,0.0,0.10041754106594854
the tiruchirapalli city cooperative bank,0.0,0.0,0.10041754106594854
jila sahakari kendriya bank maryadit hoshangabad,0.0,0.0,0.10041754106594854
jila sahakari kendriya bank maryadit balaghat,0.0,0.0,0.10041754106594854
jila sahakari kendriya,0.0,0.0,0.10041754106594854
jijamata mahila sahakari bank ltd pune,0.0,0.0,0.10041754106594854
jijamata mahila nagari sahakari bank maryadit,0.0,0.0,0.10041754106594854
nagpur dist cent coop bank,0.0,0.0,0.10041754106594854
jharneshwer nagrik sahkari bnk,0.0,0.0,0.10041754106594854
nabagram peoples cooperative credit bank,0.0,0.0,0.10041754106594854
the eastern railway employees coop bank,0.0,0.0,0.10041754106594854
rukmini sahakari bank ltd pandharpur,0.0,0.0,0.10041754106594854
sai sanjivani co operative bank ltd kopargaon,0.0,0.0,0.10041754106594854
ropar central co operative,0.0,0.0,0.10041754106594854
nagnath urban cooperative bank ltdhingoli,0.0,0.0,0.10041754106594854
salur coop urban bank,0.0,0.0,0.10041754106594854
nagina urban cooperative bank,0.0,0.0,0.10041754106594854
samta sahakari bank ltd dewas,0.0,0.0,0.10041754106594854
nagarik sahakari bank maryadit jagdalpur,0.0,0.0,0.10041754106594854
nagar sahkari bank,0.0,0.0,0.10041754106594854
nagaland rural,0.0,0.0,0.10041754106594854
nadapuram coop urban,0.0,0.0,0.10041754106594854
the eluri coop urban,0.0,0.0,0.10041754106594854
papanasam urban bank,0.0,0.0,0.10041754106594854
osmanabad janata sahakari bank,0.0,0.0,0.10041754106594854
osmanabad jan sahakari,0.0,0.0,0.10041754106594854
wani nagari sahakari bank ltd wani,0.0,0.0,0.10041754106594854
kashmir mercantile coop bank,0.0,0.0,0.10041754106594854
wana nagrik sahakari bank ltd hinganghat,0.0,0.0,0.10041754106594854
the bhupathi raju coop credit bank,0.0,0.0,0.10041754106594854
the bhagyalakshmi mahila sahakari bank ltd nanded,0.0,0.0,0.10041754106594854
the bhagalpur central coopertative,0.0,0.0,0.10041754106594854
the barmer central coop bank,0.0,0.0,0.10041754106594854
the baramati sahakari bank,0.0,0.0,0.10041754106594854
the agrasen nagari sahakari bank ltd akola,0.0,0.0,0.10041754106594854
belladbegewadi urban souhard sahakari,0.0,0.0,0.10041754106594854
pooranwadi nagarik sahakari,0.0,0.0,0.10041754106594854
ponnampet town cooperative bank niyamitha,0.0,0.0,0.10041754106594854
pimpalgaon merchants coop bank,0.0,0.0,0.10041754106594854
universal cooperative urban bank,0.0,0.0,0.10041754106594854
ujjivan small finance bank,0.0,0.0,0.10041754106594854
the akki alur urban cooperative bank,0.0,0.0,0.10041754106594854
the cardamom merchants cooperative bank,0.0,0.0,0.10041754106594854
the buldana district central co op bank ltdbuldan,0.0,0.0,0.10041754106594854
calicut co op urban bank,0.0,0.0,0.10041754106594854
brahmapuri urban coop bank,0.0,0.0,0.10041754106594854
district co operative bank ltd raebareli,0.0,0.0,0.10041754106594854
khamgaon urban coop bank,0.0,0.0,0.10041754106594854
kerala mercantile co op bank,0.0,0.0,0.10041754106594854
yeshwant nagari sahakari bank ltd latur,0.0,0.0,0.10041754106594854
abhivriddhi mahila sahakara bank niyamita,0.0,0.0,0.10041754106594854
uttrakhand coop bank,0.0,0.0,0.10041754106594854
urban cooperative bank ltd budaun,0.0,0.0,0.10041754106594854
ajmer central cooperative bank,0.0,0.0,0.10041754106594854
paytm payments bank,0.0,0.0,0.10041754106594854
parshwanath coop bank,0.0,0.0,0.10041754106594854
agroha coop bank,0.0,0.0,0.10041754106594854
agartala co operative urban,0.0,0.0,0.10041754106594854
adhyapaka urban coop bank,0.0,0.0,0.10041754106594854
doha bank qsc,0.0,0.0,0.10041754106594854
the bijapur mahalaxmi urban co op,0.0,0.0,0.10041754106594854
