,remitter_value,remitter_value,beneficiary_value,beneficiary_value,remitter_cv,beneficiary_cv,avg_cv
,mean,std,mean,std,,,
entity name,,,,,,,
the kottakkal cooperative urban bank,19.413648017692307,13.421952869865667,17.600728373076922,11.805971828376551,0.6913668599345054,0.6707660943416205,0.681066477138063
the krishna dist coop central bank,0.0,,4.936755156,,,,
the krishna district,8.45873484,5.141127881487624,7.03881348,3.920274390640106,0.6077892236526975,0.5569510261607481,0.5823701249067228
the krishnagar city cooperative bank,0.0,,0.3428117,,,,
the kukarwada nagarik sahakari bank,15.001745817210525,19.8108061446334,12.869566601842104,8.976090130303485,1.3205667117693565,0.6974663877972922,1.0090165497833243
the kumbakonam central cooperative bank,18.41547191668421,6.942399226522763,18.39896549063158,5.996223828749269,0.37698731034055266,0.3259000530112651,0.3514436816759089
the kumbakonam coop urban bank,0.0,,0.0312322,,,,
the kumta urban,0.0,,0.16638898,,,,
the kurukshetra central coop bank,0.0,,4.13006688,,,,
the lakhwad nagrik sahakari bank,0.3643703,,0.3069143,,,,
the lasalgaon merchants co op bank ltd lasalgaon,1.1647421,,1.3067103,,,,
the laxmi urban cooperative bank,0.0,,0.2124635,,,,
the limbasi urban coop bank,4.3389264,,0.428258,,,,
the limdi urban coop bank ltd limdi,0.854647755,,0.9775917,,,,
the lunawada nagrik sahakari bank ltdlunawada,3.048607367,,1.5873156,,,,
the lunawada peoples co op bank ltdlunawada,5.852449855,,6.6899075,,,,
the lunawada peoples cooperative bank,1.5529812472777778,0.4508312272019136,2.2393966358888893,0.4370629364151855,0.29030049653991385,0.19516995310734717,0.24273522482363052
the madanapalle co operative town bank,0.0,,0.0933094,,,,
the magadh central cooperative bank ltd gaya,0.030612748,,0.0,,,,
the mahabaleshwar urban coop bank,0.5216919,,0.3715567,,,,
the mahanagar coop bank,172.0445476,,251.515871,,,,
the maharaja cooperative urban bank,1.681612205,2.3781587869631253,1.767634,2.383900911219361,1.414213562373095,1.3486394305718046,1.3814264964724496
the maharashtra mantralaya and allied offices co operative bank,2.2264662625,0.4425225649334412,2.868170045611111,0.6058397893496177,0.19875556723529794,0.21122868578753792,0.20499212651141793
the maharashtra state,26.145119854444445,5.875329629071494,29.671567477222222,5.628814144143034,0.22471993480162758,0.18970396991881433,0.20721195236022094
the mahaveer co operative bank,3.4058989812222222,0.5645339805664696,4.003153727388889,0.6152927242676373,0.16575182754360027,0.1537019975170852,0.1597269125303427
the mahendergarh central,0.575832436,,1.64637245,,,,
the mahesh urban co op bank ltd parli,0.0,,0.7135986,,,,
the mahila urban co op bank ltd gondia,2.185448419,,1.6916253,,,,
the mahudha nagarik sahakari bank ltd mahudha,0.06513378,,0.26,,,,
the makarpura industrial estate coop bank,1.6628570137222223,0.5664499814674631,1.5149166354444443,0.42783091763059616,0.3406486407388048,0.28241218534449564,0.3115304130416502
the malad sahakari,24.06135114277778,3.263400120819777,21.196432218888887,3.0031054427348796,0.1356282987374678,0.1416797606183321,0.13865402967789994
the malad sahakari bank,26.45072246,,33.5684044,,,,
the malappuram district cooperative bank,21.62202514,,18.1669315,,,,
the malegaon merchants co operative bank,9.594934338157895,2.105195070596411,9.01360917268421,3.9137934600825885,0.21940692832303235,0.4342093588818295,0.32680814360243093
the malleswaram coop bank,13.04487959,,5.91337475,,,,
the malpur nagrik sahakari bank,0.751430535,0.7773986187455021,0.781627,0.7994877365641576,1.03455819604869,1.022850715960628,1.028704456004659
the mandi urban co operative bank ltd mandi,0.0722346,,0.3284483,,,,
the mandvi mercantile coop bank,2.44136632,,4.2370641,,,,
the mandvi nagrik sahakari bank,3.373815648347826,3.9856656117627343,3.136736720782609,4.006819068765825,1.1813525180946192,1.277384564097599,1.229368541096109
the mangaldai nagar sambai bank,0.0,,0.5934234,,,,
the mangalore catholic cooperative bank,10.68930461,,9.807852937,,,,
the manipur state co operative bank,1.579879121,,23.71524944,,,,
the manipur womens co operative bank,0.0328998,,1.3104609,,,,
the manjeri co operative urban bank,0.0,,6.8178608,,,,
the mansa central coop bank,3.683854911,5.209757576950931,5.2481452625000005,3.301204322468757,1.4142135623730951,0.6290230466860589,1.021618304529577
the maratha cooperative bank ltd karnataka,5.4815402115000005,0.8277133964376342,5.563716250000001,1.2512938265353364,0.15100015041413586,0.22490252383653395,0.1879513371253349
the mattancherry mahajanik cooperative urban,0.0,,0.362075236,,,,
the mattancherry sarvajanik coop bank,0.09076362,0.11048211804632457,0.39314516,0.5236730222123085,1.217251119405821,1.3320093326655948,1.274630226035708
the mayani urban co op bank ltd mayani,0.4416028,,0.7416213,,,,
the mayubhanj central,0.1727848,,0.3821574,,,,
the meghalaya cooperative apex bank,46.93981815631579,22.934793096220258,40.77727029526316,18.72260837622701,0.4885999562214828,0.45914324918413923,0.47387160270281103
the mehmadabad urban peoples co op bank,2.941652011,,2.5337851,,,,
the mehsana district central co op bank,58.02974788088889,38.85738176315465,36.12766853572222,23.446962888250507,0.669611417973292,0.6490029342764446,0.6593071761248683
the mehsana jilla panchayat karmachari coop,2.025469669,,1.1340352,,,,
the mehsana nagarik sahakari,5.47284304395,6.227370852782717,5.372803128799999,5.908085555903444,1.1378676133726904,1.0996281483373462,1.1187478808550182
the merchants liberal co operative bank,0.0,,2.912273961,,,,
the merchants liberal cooperative bank ltd gadag,0.8972090986111111,0.43652658109120385,1.1123526753333333,0.4173986145139781,0.4865382905355635,0.3752394575658285,0.430888874050696
the merchants souharda sahakara bank n,8.158265065,,3.95753,,,,
the merchants souharda sahakara bank ni chitadurga,6.786820580111111,0.8633301153176417,5.9427342189444445,0.7189497928291544,0.12720685704402512,0.12097963098152067,0.1240932440127729
the merchants urban co operative bank,0.0,,0.368306993,,,,
the mettupalayam cooperative urban bank,0.0,,0.054,,,,
the midnapore peoples cooperative bank,0.0,,0.397625742,,,,
the modasa nagarik sahakari,4.848123719111111,1.387199659206147,5.516911525666667,1.4283530612910715,0.2861312416054609,0.2589044712147108,0.27251785641008586
the modasa nagrik sahakari bank,14.64442675,,20.93317788,,,,
the model coop bank,58.36776138,,82.34100966,,,,
the modern coop bank ltdchalisgaon,0.0,,1.102783924,,,,
the moga central co operative bank,3.1901939209999997,4.474295545138226,1.892932923,2.6770114123691457,1.4025152250731239,1.4142135623730951,1.4083643937231094
the mudalagi cooperative bank ltd mudalagi,2.6714285906,1.2552103852968608,2.42031669,1.067047809025388,0.4698648467391531,0.4408711527024954,0.4553679997208242
the mugberia central co op bank,3.254183907,,3.409083525,,,,
the mulgund urban souharda co operative bank,1.043408497,,0.601968241,,,,
the mumbai mahanagarpalika shikshan vibhag sahakari bank,0.7848935051111111,0.5772201909369653,0.42608290255555553,0.3336460452859514,0.7354121128257429,0.7830542912771498,0.7592332020514463
the muncipal coopbank,24.23401104,,75.09733243,,,,
the municipal cooperative bank,194.30749342222222,41.37574720403698,73.332723535,10.355189950724244,0.21293953452494588,0.14120830989976738,0.17707392221235663
the muslim coop bank,0.0,,1.5771481,,,,
the muslim cooperative bank ltd pune,52.20172151055556,8.035960789256736,51.23910659444445,7.75047939796358,0.15394053216485987,0.15126101747456927,0.15260077481971457
the muvattupuzha urban,2.827840305846154,1.5439653120501171,3.7278584164615385,1.7277656078923067,0.5459874480387703,0.46347404189569297,0.5047307449672316
the muvattupuzha urban cooperative bank,0.0,,1.4068291,,,,
the muzaffarpur central coop bank,0.094132515,,0.0706232,,,,
the mysore chamarajanagar dccb,0.0,,28.01818322,,,,
the mysore chamarajanagar dist coop cen bank,1.75638,1.5303242781768704,1.8682397666666664,1.4046317472666539,0.8712945252034698,0.7518476869662255,0.8115711060848476
the mysore merchants,0.0,,17.72188064,,,,
the mysore silk cloth merchants cooperative bank l,25.14054359,,6.1157849,,,,
the nabadwip cooperative credit,0.0,,3.009136821,,,,
the nadiad peoples coop bank,1.3960501986111111,0.9642391857142285,1.4175543667222223,0.9101887413805856,0.690690912600078,0.6420838330773821,0.6663873728387301
the nagaland state,3.905777747,,2.8339899,,,,
the nagar sahakari bank ltd gorakhpur nagar nigam,0.0,,1.015576846,,,,
the nainital bank,353.4860883222222,55.919046063625856,314.0996203777778,46.320465671219,0.15819306023905683,0.14747061972092762,0.15283183997999222
the nakodar hindu urban coop bank,0.4179572,,0.2891326,,,,
the nalanda central co op bank,0.4642561,,0.2531438,,,,
the nalgonda dist coop central bank,57.95744686055556,22.15717615261279,52.20406982722222,19.14546196197709,0.38230076293599524,0.3667427084773674,0.37452173570668135
the nalgonda district cooperative central bankltd,3.488297513,,2.0744677,,,,
the nanded merchant coop bank ltd nanded,32.21097091,,40.57730853,,,,
the nanded merchants coop bank,20.77227340611111,4.471185778739603,24.715013472222225,5.212725097184585,0.21524778204701464,0.21091330186986493,0.21308054195843978
the nandura urban coop bank ltd nandura,26.155383621111113,3.907975429728238,29.77374743055556,4.863900667038128,0.14941380659291673,0.16336205841682222,0.1563879325048695
the nandura urban cooperative bank,0.279251625,0.39492143538972563,11.418081875,15.455935462336816,1.414213562373095,1.3536367694277736,1.3839251659004344
the naroda nagarik sahakari,24.66812608,,28.43828932,,,,
the naroda nagrik co operative bank,3.1527443726666666,0.7779268199032683,4.042713052388889,1.1813394174718441,0.24674592290058683,0.2922145109393248,0.26948021691995583
the nasik merchants coop bank,58.3018033,82.45120093766847,66.0613382,92.80579093002264,1.4142135623730951,1.4048427334162397,1.4095281478946675
the nasik merchants cooperative bank,41.9583806976,42.43109376020329,38.60683791714286,38.42737897082185,1.0112662370364147,0.9953516279497906,1.0033089324931026
the nasik road deolali vyapari sahakari bank,20.937054832,10.504340243288233,17.658620819777777,9.025742307616389,0.501710499761098,0.5111238527477465,0.5064171762544223
the national coopbank,19.92414333,,32.39428383,,,,
the national cooperative bank,34.28379957777778,15.685829048845857,29.21227655527778,11.829852235113526,0.4575288982558738,0.4049616678360601,0.43124528304596693
the nav jeevan coop bank ltd njc,4.545212555555556,3.3821408481698283,6.3565956777777775,3.8589276802877737,0.7441106013922012,0.6070745845576304,0.6755925929749158
the naval dockyard,7.053775056,1.9033827521691287,5.008470146777778,1.5810328349290326,0.26983887876465457,0.3156718096734982,0.2927553442190764
the naval dockyard coop bank,6.666755427,,9.774932186,,,,
the navnirman coop bank,119.8779285,,103.2560998,,,,
the navnirman cooperative bank,11.733038543222223,2.6754391937676325,17.24799114611111,3.125212958418469,0.22802611479642182,0.18119286657467398,0.2046094906855479
the nawanagar co operative bank,7.449718193947369,1.9965215410293338,9.223117042052632,2.1734225169876016,0.26799960603227063,0.23564945636902598,0.2518245312006483
the nawnagar co op bank,75.88709653,,90.4222898,,,,
the ne ec railway employees multi state primary co,0.02773,,0.66864,,,,
the nellai nagar cooperative urban bank,0.0,,0.17323,,,,
the new urban cooperative bank,0.6034756079473684,0.3234919843989977,1.6200454555263157,1.491087978733952,0.5360481519697325,0.9203988527899247,0.7282235023798287
the new urban cooperative bank ltd rampur,24.86035454,4.974748925797007,25.211413210555556,5.252748148526104,0.2001077224298108,0.2083480249463713,0.20422787368809106
the nilambur cooperative urban bank,0.0,0.0,3.76555005,5.212388352173987,,1.3842302672816649,
the nilgiris dist central coop,2.662316562,,3.800377043,,,,
the nizammabad dist co op central bank,17.02304497,,4.323976564,,,,
the ode urban co op bank,0.7850561,,0.962276542,,,,
the ojhar merchants coop,2.1060597,,2.651137706,,,,
the orissa state cooperative bank,11.71144992,,13.57774913,,,,
the pachhapur urban cooperative bank,0.0,,0.0905381,,,,
the pachora peoples cooperative bank,5.14984133,,3.869759113,,,,
the palayamkottai urban cooperative bank,0.0,,0.0867916,,,,
the palghat coop urban bank,0.0,,1.8271435,,,,
the pali central co operative,4.25483577,,10.12019264,,,,
the panchmahal district co operative bank,135.12783398263159,45.711091750591436,115.36133532210526,41.281990056457204,0.3382803557442268,0.35784944705426663,0.34806490139924673
the panchsheel mercantile coop bank,1.649494272882353,0.9742915603331928,1.3025512364117646,0.703173073393609,0.5906607718198984,0.5398429280453432,0.5652518499326208
the pandharpur urban coop bk,35.92779388,,31.52983332,,,,
the panipat central,5.083988002,,9.55776185,,,,
the panipat urban cooperative bank,26.346387767368423,11.348229438695572,30.226476228947366,10.967748383719469,0.4307318915555867,0.36285236494804674,0.39679212825181676
the patliputra central cooperative bank ltd patna,0.0,,0.0052214,,,,
the payangadi urban cooperative bank,0.0,,0.6000949,,,,
the payyanur co operative town bank ltd payyanur,0.6906982571428572,0.5390330006960453,1.1880431714285715,0.6620950880907206,0.7804174907372861,0.5572988457099411,0.6688581682236137
the payyanur coop town bank,0.0,,1.0378269,,,,
the payyoli cooperative urban bank,0.0,,0.868569,,,,
the pij peoples coop bank,0.2217767,,0.1640374,,,,
the pioneer urban cooperative bank ltd karnataka,8.833897133,,4.325622505,,,,
the pollachi cooperative urban bank,0.002025,,0.0181338,,,,
the ponani coop urban bank,0.0,,1.4452318,,,,
the postal and rms employees coop bank,0.0,,1.609531675,,,,
the pragati co op bank ltd thara,1.0076399,,2.6639589,,,,
the pragati urban co perative bank ltd manmad,0.0,,2.991545328,,,,
the prakasam district co operative central bankltd,0.78739025,,0.6801604,,,,
the pratap cooperative bank,8.172219358,1.321062173514046,7.451639038,1.6869891560613108,0.16165280392538944,0.22639169013131563,0.19402224702835252
the prathamik shikshak sahakari bank ltdkolhapur,3.7232711,,2.389257276,,,,
the pritisangam sahakari bank ltd karad,0.0,,0.1689477,,,,
the proddatur cooperative town bank,0.0,,0.6669338,,,,
the pudukkottai district central coop bank,2.657909529,,8.119011572,,,,
the pune urban coop,0.0,,35.02988249,,,,
the punjab state cooperative bank,3.017319622846154,1.8289987238691559,2.6415972713076923,1.364597138942347,0.6061667149945196,0.5165803106189684,0.561373512806744
the puri urban cooperative bank,12.620031756545455,6.3978857702911,14.474238900454544,7.24940675218989,0.5069627314505606,0.5008489083292823,0.5039058198899214
the puttur cooperative town,0.0,,0.1565789,,,,
the quilon cooperative urban bank,3.268762356514286,1.935085670807867,3.770815086257143,2.1414701731886403,0.5919933784575844,0.5679064404386461,0.5799499094481153
the raddi sahakara bank niyamitha,8.046555782,,5.57891131,,,,
the raichur district central coop bank ltd raichur,16.156820273388888,5.965761950912949,14.59964202688889,5.297568972398694,0.369241091376059,0.36285608665211766,0.3660485890140883
the raichur district central cooperative bank,13.65145832,4.014635123759447,14.256270830000002,5.081713024969589,0.2940810446513122,0.3564545795718156,0.32526781211156386
the raigad district co operative bank ltd alibag,19.255000211666665,5.146752714687954,15.106408553944444,3.9289443736676577,0.2672943473441003,0.2600846097626407,0.2636894785533705
the railway employees cooperative bank,5.681659709444444,1.60173258279158,3.9603484995000002,1.2415786001549591,0.2819127974399928,0.31350235978265806,0.29770757861132546
the raipur urban mercantile co op bank,1.5413258756111112,0.3049213343522779,1.4386663597777778,0.30955637663725605,0.1978305426367941,0.2151689823935769,0.20649976251518548
the raj laxmi mahila urban cooperative bank jaipur,4.9201163,,23.8968918,,,,
the rajajinagar cooperative bank,0.83219064,0.5876145807923022,1.0488944,0.6187533131026006,0.7061057317254881,0.5899100167782387,0.6480078742518633
the rajapalayam coop urban bank,0.0,,0.174905,,,,
the rajasthan state co operative bank,4.235873904222222,1.2340370736492554,6.587116387777778,1.3927991470300913,0.29132998326961423,0.21144292358556072,0.2513864534275875
the rajasthan state coop bank,18.20415301,,29.79285996,,,,
the rajkot commercial,6.2198862742222225,1.145474904362136,6.630391120555555,1.1996172448310671,0.18416331969114244,0.180927070970521,0.18254519533083172
the rajputana mahila urban coop bank,6.1990543,,5.601227092,,,,
the ramanathapuram dist central coop bank,3.942649436,,6.628791582,,,,
the ranchi khunti central,0.0,,0.085749,,,,
the rander peoples coop bank,0.6523076060769231,0.43127997832985615,0.7444103615384615,0.511999872702713,0.6611604315387941,0.6877925122436107,0.6744764718912024
the randheja commercial coop bank,0.2494044,,0.2647903,,,,
the ranga reddy cooperative urban bank,0.0,,0.28191,,,,
the ranuj nagrik sahakari bank,3.025564166,2.998861301891205,3.0897756734736843,2.3961245686452015,0.9911742529182258,0.775501143729103,0.8833376983236644
the raver peoples coop bank ltd raver,0.4631991,,0.6205545,,,,
the rayat sevak,1.6941586285714283,1.226951644804555,1.1467419571428572,0.6902167598999869,0.7242247709939429,0.6018937003226804,0.6630592356583116
the rayat sevak coop bank ltd satara,15.19960554,,12.6634727,,,,
the revdanda urban cooperative bank ltdrevdanda,0.75985734,,1.6619745,,,,
the rewari central co operative bank,7.26067384,,5.425067347,,,,
the sabarkantha dist cent coop bank,303.1287275777778,53.43345624958718,187.15542875,34.13908505223063,0.17627315192644366,0.18241033818919147,0.17934174505781758
the salem dist central coop bank,24.19579312,,40.22582857,,,,
the sambalpur district co op central bank,4.792074985,,10.1799571,,,,
the sangamithra co op urban bank,0.8806036,,0.2132896,,,,
the sangamner merchants co op,38.38819783,,23.78670618,,,,
the sangamner merchants co operative bank,15.27990055911111,5.0146966849189365,17.81036936166667,4.913417045515923,0.3281890916448909,0.27587395554474525,0.3020315235948181
the sangli district primary teachers coop bank l,0.2608789,,0.4478293,,,,
the sangrur central coop bank,5.674167249,,4.903041446,,,,
the sankheda nagarik sahakari bankltd,0.13393827416666668,0.14780609595862046,0.4471011583333333,0.22956232454186087,1.103538901618945,0.5134460518903693,0.8084924767546571
the santrampur urban co op bank,0.7441478925384615,0.52132347247753,1.0799152203076923,0.5849003667543933,0.7005643336557393,0.5416169304362077,0.6210906320459735
the santrampur urban co op bank ltd santrampur,0.961100847,,2.2999084,,,,
the sarangpur coop bank,13.30733467,,26.83248498,,,,
the sarangpur cooperative bank,0.7235723094615385,0.3470004515512977,1.0019133076923077,0.4535894803826647,0.47956568682061007,0.4527232814457877,0.46614448413319887
the saraswat coop bank,2168.454984,,2709.01108,,,,
the sardargunj mercantile coop bank ltd patan,0.0019198,0.002715007197043868,0.07507979999999999,0.10061563810859621,1.4142135623730951,1.3401159580685646,1.37716476022083
the sarvodaya nagrik sahkari bank,14.281655682947369,5.4797071374232145,12.635512311263156,2.6141646269619576,0.383688506365975,0.20689027580082528,0.29528939108340013
the sarvodaya sahakari bank ltd modasa,6.837844363833333,2.8680430515617763,7.151348075555556,2.849135850502862,0.4194367258095848,0.3984054223624859,0.40892107408603534
the sarvodaya sahkari bank,20.250783737400003,32.73488464934211,20.969522032649998,33.22473686464955,1.6164749509860177,1.584429860295238,1.600452405640628
the satana merchants co op bank ltd satana,1.081925216,,1.8390737,,,,
the satara district central coop bank ltd satara,336.98492775,50.59864971517847,251.89078084444444,45.668907065309384,0.15015107664612298,0.18130440070973575,0.16572773867792936
the satara sahakari bank,26.43869674473684,4.596576952808178,24.658513087368423,6.997230572915576,0.17385792488894974,0.28376530848082565,0.2288116166848877
the sathamba peoples cooperative bank,0.5103713,,0.5993461,,,,
the saurashtra cooperative bank,8.810285316631578,2.0882304051132,10.46201492968421,2.422423947401358,0.2370218818193268,0.23154468462171057,0.23428328322051867
the sawai madhopur kendriya sahakari bank,0.0,,2.9406227,,,,
the secundarabad mercantile co op urban bank,0.0,,3.496801066,,,,
the secunderabad co operative urban bank,0.0,,0.2304123,,,,
the sevalia urban coop bank,1.5932943,,2.3524195,,,,
the shahada peoples co op bank ltd shahada,3.372054852,,10.43440159,,,,
the shahada peoples coop bank,4.965563533111111,1.4682586179378605,6.318634163555555,1.9485218115630087,0.2956882150731322,0.3083770576245163,0.30203263634882427
the shamrao vithal cooperative bank,1193.8592328333334,137.72303446040473,874.7321546666667,103.35656502478146,0.11535952537180848,0.11815795780843044,0.11675874159011945
the shedbal urban,2.1963949,,0.0131658,,,,
the shevapet urban coop,0.0,,0.6636116,,,,
the shihori nagarik sahakari bank,0.1881455,,0.8592514,,,,
the shillong coop urban bankltd,0.0,,15.1383979,,,,
the shimoga arecanut mandy merchant coop bank,22.4615703,,6.0216044,,,,
the shimoga district coop central bank,13.2715445,,31.7834369,,,,
the shirpur peoples coop bank,11.3078550635,6.258718328730155,9.618465524666666,5.410292427689981,0.5534841305962902,0.5624901824324497,0.5579871565143699
the shoranur co operative urban bank,2.8199790907222226,1.6509602285109555,2.6669652519444447,1.4331859199082326,0.5854512304515455,0.5373845492974901,0.5614178898745178
the shoranur coop urban bank,0.0,,0.1401768,,,,
the sind co operative urban bank,0.0,,1.5731684,,,,
the sindgi urban coop bank,0.0,,0.0003603,,,,
the singhbhum district central,0.0,,0.0026831,,,,
the sinor nagrik sahakari bank ltd sinor,0.221585312,,0.5996239,,,,
the sircilla cooperative urban bank,0.0,,0.8136677,,,,
the sirohi central cooperative bank,1.6958924269999998,1.774599292163984,2.1807243030000003,1.846702294444103,1.0464102934307071,0.8468297858209831,0.9466200396258451
the sirsa central coop bnak,9.444811175,,3.09812465,,,,
the sirsi urban cooperative bank,8.02520206,10.764863331146362,12.986435065,17.93210686471243,1.3413822170038123,1.3808336756745205,1.3611079463391664
the sirsi urban sahakari bank ltd sirsi,12.93105869,2.270382101784743,12.45191099,2.1317257455854364,0.1755758871886106,0.17119667393200957,0.17338628056031008
the sivagangai district central co op bank,2.924063327,,6.164387118,,,,
the sivakasi cooperative urban bank limited tami,0.0,,1.650781386,,,,
the social coop bank,7.657886363,,22.29303386,,,,
the sonepat urban co op bank,0.0,,0.3378987,,,,
the south indian,10399.663627277778,1050.746546714036,9434.033918777779,819.1727384194334,0.10103658967949523,0.08683165075216953,0.09393412021583239
the srivilliputhur coop urban,0.0,,0.0317374,,,,
the ssk co operative bank,1.490251168,,1.0805133,,,,
the ssk coop bank,5.054932096722222,0.32979907825903576,4.935427282166667,0.44617997889409877,0.06524302838269339,0.09040351592379749,0.07782327215324544
the sultans battery coop urban,1.1283805,,2.3460934,,,,
the sultans battery cooperative urban bank,6.623142554666667,2.2856769134913653,6.171876952,2.0538146554219443,0.34510459266513555,0.3327698642398249,0.3389372284524802
the sundargarh district central cooperative bank l,1.70650737,,10.8646349,,,,
the surat district,241.69131000555555,59.815186750470836,185.27599353888888,43.45630456638457,0.2474858808498159,0.2345490299975815,0.2410174554236987
the surat mercantile coop bank,14.464072129999998,2.271255978418914,9.711697049055555,1.6293687156834014,0.1570274233981516,0.16777384091093064,0.16240063215454112
the sutex cooperative bank,115.54887273052631,129.0910613129382,94.1052006136842,107.67227215714743,1.117198794435614,1.1441692005860342,1.130683997510824
the swarna cooperative urban bank,0.0,,0.1955076,,,,
the taliparamba coop urban bank,0.0,,0.2902429,,,,
the talod nagrik sahakari bank ltd talod,2.159965523,,1.70041889,,,,
the tamil nadu state apex co operative bank,87.61178713277778,22.931313336899276,83.12743115944444,19.877055319383814,0.2617377648300487,0.2391154765898898,0.25042662070996924
the tamilnadu industrial coop bank,9.134062802,,10.32076523,,,,
the taran taran central coop bank,4.417723733,,3.3890996,,,,
the thane dist central co op bank,215.16883221052632,52.04289369069465,184.60283993684212,48.714322031960066,0.24187003831379555,0.26388717556364044,0.252878606938718
the tiruchirapalli city cooperative bank,0.0,,0.8069703,,,,
the tiruchirapalli dccb,14.30669332,,27.92692044,,,,
the tiruchirappalli district central cooperative bank,35.07682262555555,13.195012758827792,34.085486505,12.147848734554165,0.37617468662097236,0.35639358507534274,0.36628413584815755
the tirunelveli dist central coop,4.451419373,,15.05209482,,,,
the tirupati co operative,0.3902619,,0.6900652,,,,
the tirupati cooperative banklimited,0.8314805000000001,0.3846538680795935,1.0504588,0.4990610019696523,0.4626132159197882,0.4750886012565675,0.46885090858817785
the tirupur coop urban bank,0.0,,0.453019385,,,,
the tiruthuraipundi coop urban bank,0.0,,0.0110888,,,,
the tiruvannamalai district central coop bank,20.455423875421054,8.053247928999996,19.134652952473683,6.444866842233903,0.39369743585106853,0.3368165003170714,0.36525696808406993
the town cooperative bank,1.0805962,,2.7379859,,,,
the town cooperative bank limited sira,0.0,,1.3599128,,,,
the trichur urban coop bank,0.0,,5.84939094,,,,
the tumkur district co operative central bank,6.144309841,6.213781943410375,6.245462825,7.23599018017357,1.0113067381379106,1.1585995118261825,1.0849531249820465
the tura urban cooperative bank ltd tura meghalaya,0.07716,,0.4946282,,,,
the udaipur central cooperative bank,2.7950215396666667,1.963720691640146,5.341093495666667,3.6688098193997756,0.702578017296546,0.6869023772709376,0.6947401972837418
the udaipur mahila urban coop bank,11.599193432105261,3.1968533293829093,10.936018455210526,1.3084530092509958,0.2756099678909035,0.11964619615538197,0.19762808202314272
the udgir urban co operative bank ltd udgir,3.3116321,,1.942346409,,,,
the udupi cooperative town bank,5.6123311975263155,0.9509157969287558,5.147754375368421,0.9733735729940726,0.1694333002563855,0.189087027471937,0.17926016386416127
the umreth urban co op bank,6.564885696,,5.2962173,,,,
the umreth urban co operative bank,1.4931519257222223,0.6780356788328922,1.6870962057222223,0.6153469499673846,0.4540969121443776,0.364737320776537,0.4094171164604573
the union,0.0,,0.3971736,,,,
the union co operative bank,8.67885823368421,2.7699522458847374,8.053072954263158,2.213081621538057,0.3191609047298474,0.2748120666616449,0.29698648569574615
the union coop bank,30.36449586,,35.9877266,,,,
the united coop bank,31.15006371,,22.42277651,,,,
the united puri nimapara central co op bank,0.0616411,,0.5240076,,,,
the urban co op bank ltd rourkela,1.286210647,,4.006746018,,,,
the urban co operative bank,11.19617967144,13.608873043440465,12.169021098819998,15.442754215775034,1.2154925557469332,1.269021895053866,1.2422572254003996
the urban coop bank ltd dharangaon,14.45037067,2.077017968829203,13.79201687,2.0918802283436007,0.1437345806735076,0.15167326490832525,0.14770392279091643
the urban coop bank ltd no perinthalmanna,11.463401727055556,5.1672897254362224,11.052414172722221,5.0788382421771185,0.4507640793256464,0.4595229750538923,0.45514352718976936
the urban cooperative bank limited anantnag,0.0,,0.5887737,,,,
the urban cooperative bank ltd maunath,0.0,,0.467504,,,,
the urban cooperative bank ltd perinthalmana,3.5339956,,8.6298868,,,,
the urban cooperative bank shikaripur,0.0,,0.2028616,,,,
the utkal cooperative banking society,2.1194817,,1.903537238,,,,
the utkal grameen,18.17715419,,21.95094764,,,,
the uttar bihar gramin,15.59699536,,21.05715026,,,,
the uttarakhand state cooperative bank,5.282207332,,54.2070332,,,,
the uttarsanda peoples coop bank ltd uttarsanda,0.24050175557894737,0.2395685532067566,0.20517885105263156,0.12933868057914782,0.9961197689807115,0.6303704300691811,0.8132450995249463
the vaidynath urco op bank,19.29375559,,29.49201015,,,,
the vaish co operative new bank,1.5077045522777779,0.46791556104255705,1.5219494314444444,0.5669096917239929,0.3103496373580948,0.3724891773742791,0.3414194073661869
the vaish coop adarsh bank,4.512706187,,5.805336569,,,,
the vaishali district central cooerative bank,0.02352,,0.0451047,,,,
the vallabh vidyanagar commercial cooperative bank,5.085343195666667,0.6711412078704699,4.645710072888889,0.6473861305835502,0.13197559772216833,0.1393513844872759,0.13566349110472212
the vallabha vidyanagar comm co op bank,11.28758491,,10.4058818,,,,
the valsad mahila nagrik sahakari bank,0.07858075,,0.589255,,,,
the vani co operative urban bank,10.0185909022,3.7807938037031126,8.3050100461,3.0634753161867696,0.37737780099124335,0.3688707538199024,0.37312427740557286
the vani merchants co op bank ltdvani,1.5530807,,1.5355056,,,,
the vaniyambadi town coop bank,0.0,,0.0957121,,,,
the varachha coop bank,620.9077456,,487.9001012,,,,
the varachha coop bank ltd surat,455.4662649055556,72.20143730468101,328.4155079888889,56.29677934115503,0.15852203086797773,0.1714193695842758,0.16497070022612675
the vellore district central coop bank,9.434951503,,17.29566244,,,,
the vepar udhyog vikas sahakari bank,1.203529985,,1.8505808,,,,
the veraval mercantile cooperative bank,4.999128594666667,3.37693616334194,7.148411970666667,3.6186665823795217,0.675504960393424,0.5062196467171494,0.5908623035552867
the veraval peoples coop bank,1.2548033041666669,0.4247450577205875,3.186631018111111,0.8293872044210022,0.3384953293557566,0.26027086277237865,0.29938309606406766
the vijapur nagrik sahakari abank ltdvijapur,3.1896108,,2.196402491,,,,
the vijay coop bank,68.72675388,,76.12345029,,,,
